DateOfValuation	Size SqM	SqFt	PropertyType	NoOfFloors	ADDRESS	SCHEME	PRICE	YEAR	pricePerSqft
12/7/2018	411	4424	Semi-Detached House	2	52,LINGKUNGAN  DESA	TMN DESA	2000000	2018	452.0833572
7/7/2020	539	5802	Semi-Detached House	2	130,JLN DESA MESRA	TMN DESA	2950000	2020	508.4679652
13/10/2020	366	3940	Semi-Detached House	2	54,LINGKUNGAN DESA	TMN DESA	2180000	2020	553.3574404
16/11/2017	419	4510	Semi-Detached House	2	10,LINGKUNGAN  DESA	TMN DESA	2600000	2017	576.4872023
16/04/2018	359	3864	Semi-Detached House	2	226,DESA MESRA	TMN DESA	2280000	2018	590.025449
16/04/2018	359	3864	Semi-Detached House	2	226,DESA MESRA	TMN DESA	2280000	2018	590.025449
2/12/2018	493.392	5311	Semi-Detached House	2	40,JLN DESA MESRA	TMN DESA	3280000	2018	617.606824
29/08/2018	265	2852	Semi-Detached House	2	133,JLN DESA MESRA	TMN DESA	2156000	2018	755.8458418
23/10/2017	318	3423	Semi-Detached House	2	108,JLN DESA MESRA	TMN DESA	2800000	2017	818.0149803
16/03/2021	881	9483	Terraced House	2	23,JALAN DESA MAKMUR	TMN DESA	2500000	2021	263.629767
28/08/2020	417	4489	Terraced House	2	NO 150,JLN DESA BAKTI	TMN DESA	1680000	2020	374.285991
24/09/2018	235	2530	Terraced House	2	87,JALAN DESA UTAMA	TMN DESA	1010000	2018	399.2857924
5/5/2019	202.15	2176	Terraced House	2	411,JALAN DESA UTAMA	TMN DESA	900000	2019	413.6176944
22/02/2018	205	2207	Terraced House	2	80,JALAN DESA BAKTI	TMN DESA	1000000	2018	453.1859995
8/11/2017	174	1873	Terraced House	2	10,JLN DESA BAHAGIA	TMN DESA	850000	2017	453.8371289
30/07/2018	174	1873	Terraced House	2	47,JLN DESA BAHAGIA	TMN DESA	860000	2018	459.1763892
10/10/2018	172	1851	Terraced House	2	25,JALAN DESA UTAMA	TMN DESA	868000	2018	468.8367253
22/04/2019	344	3703	Terraced House	2	NO.1,JALAN DESA CANTIK	TMN DESA	1760000	2019	475.3183391
3/5/2020	359	3864	Terraced House	2	287,JLN DESA UTAMA	TMN DESA	1850000	2020	478.7487196
25/03/2021	172	1851	Terraced House	2	NO.35,JALAN DESA UTAMA	TMN DESA	900000	2021	486.1210286
20/11/2020	175	1884	Terraced House	2	NO. 216,,JLN DESA	TMN DESA	940000	2020	499.0225264
7/2/2020	167	1798	Terraced House	2	NO.22,JALAN DESA BAHAGIA	TMN DESA	900000	2020	500.6755504
23/05/2019	292	3143	Terraced House	2	76,JLN DESA BAHAGIA	TMN DESA	1595000	2019	507.467439
27/01/2017	164	1765	Terraced House	2	217,JALAN DESA UTAMA	TMN DESA	900000	2017	509.8342495
29/12/2018	217	2336	Terraced House	2	NO.8,JALAN DESA AMAN	TMN DESA	1200000	2018	513.7500271
6/5/2020	369	3972	Terraced House	2	132,JALAN DESA MAKMUR	TMN DESA	2060000	2020	518.6461995
6/5/2018	250	2691	Terraced House	2	21,JALAN DESA UTAMA	TMN DESA	1400000	2018	520.2575275
18/02/2020	295	3175	Terraced House	2	285,JLN DESA MESRA	TMN DESA	1660000	2020	522.7769344
26/04/2018	175	1884	Terraced House	2	214,JALAN DESA	TMN DESA	1000000	2018	530.875028
26/12/2019	248	2669	Terraced House	2	NO. 377,JALAN DESA UTAMA	TMN DESA	1420000	2019	531.9453406
13/04/2018	174	1873	Terraced House	2	21,JLN DESA CANTIK	TMN DESA	1000000	2018	533.9260339
24/05/2019	174	1873	Terraced House	2	NO.21,JALAN DESA BAHAGIA	TMN DESA	1000000	2019	533.9260339
10/10/2018	199	2142	Terraced House	2	NO.4,JALAN DESA BAHAGIA	TMN DESA	1150000	2018	536.8773839
14/09/2018	201.686	2171	Terraced House	2	118,JALAN DESA BAKTI	TMN DESA	1170000	2018	538.9400454
20/02/2017	255	2745	Terraced House	2	NO.231,JALAN DESA UTAMA	TMN DESA	1480000	2017	539.2024795
10/5/2017	204	2196	Terraced House	2	505,JALAN DESA UTAMA	TMN DESA	1200000	2017	546.4889994
14/08/2018	169	1819	Terraced House	2	331,JALAN DESA UTAMA	TMN DESA	1000000	2018	549.7226622
9/5/2017	416	4478	Terraced House	2	NO 393,JLN DESA UTAMA	TMN DESA	2500000	2017	558.3120788
8/10/2018	173.73	1870	Terraced House	2	NO. 49,JLN DESA BAHAGIA	TMN DESA	1050000	2018	561.4936188
30/05/2017	327.844	3529	Terraced House	2	NO. 28,JALAN DESA  PERMAI	TMN DESA	2000000	2017	566.7520522
29/05/2020	172	1851	Terraced House	2	NO.57,JALAN DESA UTAMA	TMN DESA	1055000	2020	569.8418724
18/08/2020	239	2573	Terraced House	2	34879,JALAN DESA MESRA	TMN DESA	1530000	2020	594.7355178
6/8/2018	304	3272	Terraced House	2	319,JLN DESA UTAMA	TMN DESA	1950000	2018	595.924682
16/04/2019	206	2217	Terraced House	2	271,JALAN DESA MESRA	TMN DESA	1330000	2019	599.8114698
7/9/2018	197	2120	Terraced House	2	35,JLN DESA MESRA	TMN DESA	1285000	2018	605.9924971
11/6/2020	163.504	1760	Terraced House	2	8,JALAN DESA RIA 2	TMN DESA	1070000	2020	607.9750281
12/3/2020	189	2034	Terraced House	2	109,JALAN DESA MESRA	TMN DESA	1238000	2020	608.5400784
28/06/2019	164	1765	Terraced House	2	279,JALAN DESA UTAMA	TMN DESA	1080000	2019	611.8010994
10/2/2017	246	2648	Terraced House	2	NO.301,JALAN DESA UTAMA	TMN DESA	1630000	2017	615.5776494
26/02/2020	195	2099	Terraced House	2	186,JLN DESA MESRA	TMN DESA	1300000	2020	619.3541994
31/10/2018	172	1851	Terraced House	2	NO.55,JALAN DESA UTAMA	TMN DESA	1150000	2018	621.1546476
4/9/2019	216	2325	Terraced House	2	459,JALAN DESA UTAMA	TMN DESA	1450000	2019	623.6552702
20/04/2017	174	1873	Terraced House	2	26,JLN DESA MAKMUR	TMN DESA	1200000	2017	640.7112407
1/3/2020	165	1776	Terraced House	2	34558,JALAN DESA BAKTI	TMN DESA	1150000	2020	647.506663
9/3/2018	169	1819	Terraced House	2	10,JALAN DESA BAKTI	TMN DESA	1200000	2018	659.6671946
9/8/2020	168	1808	Terraced House	2	230,JALAN DESA BAKTI	TMN DESA	1200000	2020	663.593785
22/04/2019	169	1819	Terraced House	2	NO.15,JLN DESA PUNCAK	TMN DESA	1220000	2019	670.6616478
12/12/2017	164	1765	Terraced House	2	52,JLN DESA MAKMUR	TMN DESA	1188000	2017	672.9812093
16/04/2019	164	1765	Terraced House	2	27,JLN DESA CANTIK	TMN DESA	1200000	2019	679.7789993
16/07/2018	163	1755	Terraced House	2	51,JLN DESA MAKMUR	TMN DESA	1200000	2018	683.9494226
3/2/2017	163.69	1762	Terraced House	2	NO.229,JALAN DESA UTAMA	TMN DESA	1245000	2017	706.6063702
5/7/2018	197	2120	Terraced House	2	38,JLN DESA PERMAI	TMN DESA	1500000	2018	707.3842379
15/09/2017	167	1798	Terraced House	2	7,JALAN PUNCAK DESA	TMN DESA	1280000	2017	712.0718939
13/11/2018	163	1755	Terraced House	2	NO. 83,JALAN DESA MAKMUR	TMN DESA	1250000	2018	712.4473152
27/03/2019	173	1862	Terraced House	2	NO. 12,JALAN DESA CANTIK	TMN DESA	1338000	2019	718.5224729
13/03/2018	164	1765	Terraced House	2	215,JLN DESA UTAMA	TMN DESA	1300000	2018	736.4272493
2/5/2021	167	1798	Terraced House	2	7,JALAN PUNCAK DESA	TMN DESA	1370000	2021	762.1394489
18/09/2017	164	1765	Terraced House	2	259,JLN DESA UTAMA	TMN DESA	1350000	2017	764.7513742
27/11/2017	180	1938	Terraced House	2	45,JALAN DESA DAMAI	TMN DESA	1535000	2017	792.2572467
26/01/2021	163	1755	Terraced House	2	23,JALAN DESA RIA 2	TMN DESA	1460000	2021	832.1384642
11/2/2020	163	1755	Terraced House	2	NO.17,JALAN DESA SETIA	TMN DESA	1463000	2020	833.8483377
15/08/2019	176	1894	Terraced House	2	45,LINGKUNGAN DESA	TMN DESA	1650000	2019	870.9668429
14/09/2017	1535.6	16529	Detached House	3	NO 5,JLN NUSA	TMN DUTA	8000000	2017	483.996509
12/12/2017	1144.4	12318	Detached House	2	NO. 8,CHANGKAT DUTA	TMN DUTA	7300000	2017	592.618707
28/02/2018	1890	20344	Detached House	2	1,PSN CARRUTHERS	TMN DUTA	12796924	2018	629.0340173
15/06/2020	1657.9	17845	Detached House	2	NO. 11,JLN NUSA	TMN DUTA	16000000	2020	896.5860899
8/8/2019	79	850	Terraced House	2	14,JALAN 1/100A	TMN GEMILANG	400000	2019	470.3955945
31/12/2018	143	1539	Terraced House	2	30,JLN 4/100A	TMN GEMILANG	728000	2018	472.9613886
15/04/2021	73	786	Terraced House	2	NO.42,JALAN 1/100A	TMN GEMILANG	400000	2021	509.0582461
27/02/2021	109	1173	Terraced House	2	61,JLN 3/100A	TMN GEMILANG	600000	2021	511.3933756
20/12/2017	143	1539	Terraced House	2	30,JLN 6/100A	TMN GEMILANG	800000	2017	519.7377897
19/06/2019	74	797	Terraced House	2	NO.34,JALAN 1/100A	TMN GEMILANG	418000	2019	524.7771392
28/06/2017	97	1044	Terraced House	2	17,JALAN 3/100A	TMN GEMILANG	555000	2017	531.5591453
8/1/2019	95	1023	Terraced House	2	NO. 71,JLN 4/100A	TMN GEMILANG	565000	2019	552.529141
1/9/2017	79	850	Terraced House	2	70,JALAN 3/100A	TMN GEMILANG	480000	2017	564.4747134
26/10/2020	67	721	Terraced House	2	NO. 68,JALAN 1/100A	TMN GEMILANG	438000	2020	607.3368791
17/08/2020	65	700	Terraced House	2	NO. 79,JALAN 1/100A	TMN GEMILANG	465000	2020	664.6146986
6/1/2018	65	700	Terraced House	2	3,JALAN 1/100A	TMN GEMILANG	550000	2018	786.1034069
3/6/2018	92.9	1000	Condominium/Apartment	13	2-2-11,JLN 5/100A	TMN GEMILANG FLAT	330000	2018	330.0111181
16/07/2019	92.9	1000	Flat	13	2-1-3,JLN 5/100A	TMN GEMILANG FLAT	330000	2019	330.0111181
13/11/2018	77	829	Flat	13	A-G-105,JLN 5/100A	TMN GEMILANG FLAT	275000	2018	331.7968925
24/08/2020	67	721	Condominium/Apartment	18	A-15-8,JALAN 109F	TMN GOLDEN	300000	2020	415.9841638
7/5/2018	901.13	9700	Detached House	2	60,JLN TANJUNG 12	TMN KHET LOONG	2850000	2018	293.8243319
6/1/2017	655	7050	Detached House	2	8,LRG PADANG JAWA	TMN KHET LOONG	2320000	2017	329.0614678
30/11/2020	560	6028	Detached House	2	NO. 2,LORONG PADANG JAWA	TMN KHET LOONG	2330000	2020	386.5433798
3/12/2020	634	6824	Detached House	2	NO. 10,LORONG PADANG JAWA	TMN KHET LOONG	2650000	2020	388.3174988
3/8/2017	620.572	6680	Detached House	2	7,JLN TELUK BATU	TMN KHET LOONG	2750000	2017	411.6905166
1/10/2019	163	1755	Terraced House	1	24,JALAN TANJUNG 12	TMN KHET LOONG	630000	2019	359.0734469
11/4/2020	90	969	Flat	5	8-4-6,JALAN CHERAS	TMN KOBENA	200000	2020	206.4513998
31/01/2019	53	570	Flat	5	2-0-6,JLN 3/29B	TMN KOBENA	125000	2019	219.1111554
8/6/2018	53	570	Flat	5	2-3-1,JALAN 4/29B	TMN KOBENA	135000	2018	236.6400479
6/2/2017	90	969	Flat	5	7-4-2,LORONG 3/92B	TMN KOBENA	230000	2017	237.4191098
25/03/2019	53	570	Flat	5	4-0-1,JLN 3/29B	TMN KOBENA	150000	2019	262.9333865
16/01/2018	90	969	Flat	5	5-1-6,LRG 4/92B	TMN KOBENA	255000	2018	263.2255347
24/05/2017	90	969	Flat	5	6-3-1,JALAN CHERAS	TMN KOBENA	256000	2017	264.2577917
13/12/2017	90	969	Flat	5	8-3-2,JALAN CHERAS	TMN KOBENA	260000	2017	268.3868197
16/03/2018	90	969	Flat	5	10-3-3,BATU 3/12,JALAN CHERAS	TMN KOBENA	270000	2018	278.7093897
11/4/2019	90	969	Flat	5	5-3-3,LORONG 3/92B	TMN KOBENA	270000	2019	278.7093897
22/07/2020	90	969	Flat	5	8-1-10,JLN CHERAS	TMN KOBENA	270000	2020	278.7093897
5/3/2019	90	969	Flat	4	6-1-1,LORONG 3/92B	TMN KOBENA	278000	2019	286.9674457
14/08/2019	53	570	Flat	5	1-0-6,JLN 3/29B	TMN KOBENA	165000	2019	289.2267252
12/7/2020	53	570	Flat	5	4-1-2,JALAN 4/29B	TMN KOBENA	165000	2020	289.2267252
7/12/2018	90	969	Flat	5	7-0-5,JALAN CHERAS	TMN KOBENA	300000	2018	309.6770997
12/12/2019	90	969	Flat	5	11-3-1,JLN CHERAS	TMN KOBENA	300000	2019	309.6770997
7/10/2018	53	570	Low-Cost Flat	5	3-4-2,OFF JALAN CHERAS	TMN KOBENA	120000	2018	210.3467092
9/12/2017	53	570	Low-Cost Flat	5	2-4-5,JLN CHERAS	TMN KOBENA	128000	2017	224.3698232
21/09/2017	53	570	Low-Cost Flat	5	2-0-7,LRG 4/92B	TMN KOBENA	130000	2017	227.8756017
1/5/2018	53	570	Low-Cost Flat	5	4-3-1,LRG 4/92B	TMN KOBENA	130000	2018	227.8756017
13/10/2020	53	570	Low-Cost Flat	5	1-1-7,JALAN CHERAS	TMN KOBENA	130000	2020	227.8756017
27/12/2017	53	570	Low-Cost Flat	5	1-3-2,OFF JALAN CHERAS	TMN KOBENA	133000	2017	233.1342694
24/09/2018	53	570	Low-Cost Flat	5	3-1-7,JALAN CHERAS	TMN KOBENA	145000	2018	254.1689403
21/03/2017	53	570	Low-Cost Flat	5	1-3-2,OFF JALAN CHERAS	TMN KOBENA	160000	2017	280.462279
14/08/2019	53	570	Low-Cost Flat	5	1-0-6,JLN 3/29B	TMN KOBENA	165000	2019	289.2267252
18/04/2017	89	958	Terraced House	2	26,JALAN 2/92B	TMN KOBENA	300000	2017	313.1566177
20/04/2017	145	1561	Terraced House	2	84,JLN 2/92B	TMN KOBENA	610000	2017	390.8338568
20/03/2019	89	958	Terraced House	2	82,JLN 2/92B	TMN KOBENA	380000	2019	396.665049
4/8/2019	89	958	Terraced House	2	5,JALAN 2/92B	TMN KOBENA	430000	2019	448.8578186
31/07/2019	89	958	Terraced House	2	66,JLN 2/92B	TMN KOBENA	463000	2019	483.3050466
21/06/2019	824	8869	Detached House	2	NO. 111,JALAN MIDAH BESAR	TMN MIDAH	2450000	2019	276.2289663
29/05/2017	760	8181	Detached House	2	4,JLN BUKIT MIDAH	TMN MIDAH	2550000	2017	311.714449
30/10/2017	1011	10882	Detached House	4	196,JLN MIDAH BESAR	TMN MIDAH	3500000	2017	321.6231006
18/05/2020	1546	16641	Detached House	2	10,LORONG PADANG	TMN MIDAH	6000000	2020	360.5554848
8/1/2019	702	7556	Detached House	2	8,LORONG PADANG MIDAH	TMN MIDAH	2750000	2019	363.9367625
28/08/2017	588	6329	Detached House	2	37,JLN BUKIT MIDAH	TMN MIDAH	2500000	2017	394.9963006
1/8/2018	464.5	5000	Detached House	2	129,JLN MIDAH TIMUR	TMN MIDAH	2080000	2018	416.0140155
30/11/2020	606	6523	Detached House	2	11A,JALAN MIDAH 14	TMN MIDAH	3050000	2020	467.5817594
20/06/2019	341	3670	Semi-Detached House	2	NO 2,JALAN 1/105	TMN MIDAH	2000000	2019	544.8863924
24/07/2018	143	1539	Terraced House	2	90,JLN MIDAH BARAT	TMN MIDAH	275500	2018	178.9847013
30/01/2020	486	5231	Terraced House	1	200,JALAN MIDAH TIMOR	TMN MIDAH	980000	2020	187.3355294
17/09/2020	144	1550	Terraced House	1	17,JLN MIDAH 8	TMN MIDAH	330000	2020	212.903006
16/02/2021	146	1572	Terraced House	2	94,JLN MIDAH TENGAH	TMN MIDAH	350000	2021	222.7129827
22/08/2019	520	5597	Terraced House	2	NO. 18,JLN 13/105	TMN MIDAH	1300000	2019	232.2578248
2/7/2020	312	3358	Terraced House	2	NO.1,JALAN 5/105	TMN MIDAH	780000	2020	232.2578248
4/10/2018	337	3627	Terraced House	2	30,JALAN 6/105	TMN MIDAH	920000	2018	253.6227879
6/12/2020	143	1539	Terraced House	2	NO.16,JALAN 7/105	TMN MIDAH	400000	2020	259.8688948
11/10/2017	425.203	4577	Terraced House	2	6,JLN 8/105	TMN MIDAH	1200000	2017	262.1894857
12/7/2018	157	1690	Terraced House	1	NO. 8,JLN MIDAH 6	TMN MIDAH	500000	2018	295.8698405
24/02/2020	161	1733	Terraced House	1	43,JALAN MIDAH 12	TMN MIDAH	530000	2020	305.8301792
22/01/2021	145	1561	Terraced House	1	NO. 73,JALAN MIDAH 3A	TMN MIDAH	500000	2021	320.3556204
18/10/2017	143.006	1539	Terraced House	1	139,JLN MIDAH BARAT	TMN MIDAH	500000	2017	324.8224896
5/9/2017	144	1550	Terraced House	1	32,JALAN MIDAH 7	TMN MIDAH	510000	2017	329.0319184
28/10/2020	153	1647	Terraced House	2	NO.93,JALAN MIDAH 3	TMN MIDAH	550000	2020	333.9654997
10/11/2018	336	3617	Terraced House	2	27,JALAN 4/105	TMN MIDAH	1250000	2018	345.621763
14/01/2019	143	1539	Terraced House	2	74,JALAN 7/105	TMN MIDAH	535000	2019	347.5746469
9/5/2018	143	1539	Terraced House	1	NO.65,JALAN MIDAH 12	TMN MIDAH	550000	2018	357.3197304
7/7/2017	286	3078	Terraced House	2	55,JALAN MIDAH TENGAH	TMN MIDAH	1130000	2017	367.064814
26/06/2019	143	1539	Terraced House	1	NO.129,JLN MIDAH BARAT	TMN MIDAH	570000	2019	370.3131752
8/3/2018	143	1539	Terraced House	1	59,JALAN MIDAH BARAT	TMN MIDAH	580000	2018	376.8098975
2/4/2021	173	1862	Terraced House	2	21,JALAN MIDAH 4	TMN MIDAH	720000	2021	386.6488644
1/3/2017	144	1550	Terraced House	1	55,JLN MIDAH 7	TMN MIDAH	600000	2017	387.0963746
3/12/2020	143	1539	Terraced House	2	29,JLN BUDIMAN	TMN MIDAH	600000	2020	389.8033423
23/03/2017	143	1539	Terraced House	1	31,JLN MIDAH TIMUR 1	TMN MIDAH	600000	2017	389.8033423
16/07/2018	143	1539	Terraced House	1	NO.190,JALAN MIDAH TIMUR	TMN MIDAH	600000	2018	389.8033423
5/9/2019	143	1539	Terraced House	1	95,JLN MIDAH 12	TMN MIDAH	600000	2019	389.8033423
29/01/2018	289	3111	Terraced House	2	NO. 2,JALAN MIDAH 7	TMN MIDAH	1228000	2018	394.7579361
14/06/2019	143	1539	Terraced House	1	NO.97,JLN.MIDAH BARAT	TMN MIDAH	610000	2019	396.3000646
3/2/2018	145	1561	Terraced House	1	NO. 63,JALAN MIDAH 3A	TMN MIDAH	620000	2018	397.2409693
19/12/2018	143	1539	Terraced House	1	61,JLN MIDAH TIMUR 1	TMN MIDAH	620000	2018	402.796787
7/11/2018	143	1539	Terraced House	1	97,JLN MIDAH TIMUR 1	TMN MIDAH	630000	2018	409.2935094
1/4/2021	143	1539	Terraced House	2	NO. 155,JLN MIDAH TIMOR	TMN MIDAH	644448	2021	418.6799739
10/2/2019	144	1550	Terraced House	2	NO.14,JLN MIDAH 16	TMN MIDAH	650000	2019	419.3544058
15/06/2017	143	1539	Terraced House	2	33,JLN MIDAH 11	TMN MIDAH	650000	2017	422.2869541
6/4/2018	143	1539	Terraced House	1	37,JALAN MIDAH TIMOR 1	TMN MIDAH	660000	2018	428.7836765
19/02/2019	266	2863	Terraced House	2	15,JLN BUDIMAN	TMN MIDAH	1230000	2019	429.5896608
1/2/2020	161	1733	Terraced House	2	NO.85,JALAN MIDAH TIGA	TMN MIDAH	750000	2020	432.7785555
13/07/2020	148	1593	Terraced House	2	302,JALAN MIDAH BESAR	TMN MIDAH	700000	2020	439.4066955
24/12/2020	143	1539	Terraced House	2	72,MIDAH BARAT	TMN MIDAH	680000	2020	441.7771212
27/02/2020	143	1539	Terraced House	1	99,JLN MIDAH 12	TMN MIDAH	680000	2020	441.7771212
18/06/2019	159	1711	Terraced House	2	NO.87,JALAN MIDAH TIGA	TMN MIDAH	770000	2019	449.9082392
29/11/2018	143	1539	Terraced House	2	30,JLN MIDAH TIMUR	TMN MIDAH	700000	2018	454.770566
21/02/2019	143	1539	Terraced House	2	66,JLN MIDAH BARAT	TMN MIDAH	700000	2019	454.770566
12/1/2020	145	1561	Terraced House	2	NO.19,JLN MIDAH  17	TMN MIDAH	720000	2020	461.3120933
10/1/2018	180	1938	Terraced House	2	26,JALAN 15/105	TMN MIDAH	900000	2018	464.5156495
23/12/2020	146	1572	Terraced House	2	110,JALAN MIDAH TENGAH 1	TMN MIDAH	740000	2020	470.8788776
10/8/2018	144	1550	Terraced House	1	NO. 61,JALAN MIDAH 3A	TMN MIDAH	730000	2018	470.9672558
1/5/2017	146	1572	Terraced House	2	30,JALAN MIDAH TENGAH 1	TMN MIDAH	750000	2017	477.2421057
30/08/2019	143	1539	Terraced House	2	26,JALAN MIDAH 11	TMN MIDAH	738000	2019	479.458111
21/11/2018	147	1582	Terraced House	2	30,JLN MIDAH 19A	TMN MIDAH	760000	2018	480.3155016
9/12/2018	160	1722	Terraced House	2	NO. 10,JLN 16/105	TMN MIDAH	833000	2018	483.6769201
29/10/2018	143	1539	Terraced House	2	NO.28,LORONG MIDAH TENGAH 1	TMN MIDAH	745000	2018	484.0058166
20/06/2017	143	1539	Terraced House	2	56,JALAN MIDAH BARAT	TMN MIDAH	750000	2017	487.2541778
2/12/2020	146	1572	Terraced House	2	66,JLN 19A	TMN MIDAH	768000	2020	488.6959162
11/12/2020	144	1550	Terraced House	2	NO 16,JLN MIDAH TENGAH 3	TMN MIDAH	760000	2020	490.3220745
26/12/2017	221	2379	Terraced House	2	NO.310,JALAN MIDAH BESAR	TMN MIDAH	1170000	2017	491.8400995
20/11/2017	143	1539	Terraced House	2	82,JALAN 7/105	TMN MIDAH	760000	2017	493.7509002
10/3/2017	149	1604	Terraced House	2	306,JLN MIDAH BESAR	TMN MIDAH	800000	2017	498.8087512
27/08/2018	143	1539	Terraced House	2	23,JLN BUDIMAN	TMN MIDAH	775000	2018	503.4959838
18/12/2018	143	1539	Terraced House	2	NO.54,JALAN MIDAH TENGAH	TMN MIDAH	788000	2018	511.9417228
19/07/2019	143	1539	Terraced House	2	17,JALAN 11/105	TMN MIDAH	790000	2019	513.2410673
11/10/2017	143.07	1540	Terraced House	2	NO. 7,JLN MIDAH 5/105	TMN MIDAH	800000	2017	519.4834971
2/10/2017	143	1539	Terraced House	2	NO. 24,JALAN 7/105	TMN MIDAH	800000	2017	519.7377897
18/12/2017	143	1539	Terraced House	2	10,JALAN MIDAH 18	TMN MIDAH	800000	2017	519.7377897
27/05/2019	143	1539	Terraced House	2	46,JLN MIDAH TENGAH	TMN MIDAH	800000	2019	519.7377897
14/05/2018	144	1550	Terraced House	2	NO 282,JLN MIDAH BESAR	TMN MIDAH	830000	2018	535.4833182
17/06/2020	143	1539	Terraced House	2	NO.9,JALAN MIDAH TENGAH	TMN MIDAH	830000	2020	539.2279568
1/9/2018	143	1539	Terraced House	2	NO. 14,JALAN MIDAH 11	TMN MIDAH	830000	2018	539.2279568
28/04/2017	143	1539	Terraced House	2	NO. 47,JALAN MIDAH TENGAH	TMN MIDAH	838000	2017	544.4253347
21/12/2020	143.066	1540	Terraced House	2	52,JALAN 7/105	TMN MIDAH	840000	2020	545.4729224
19/11/2018	143	1539	Terraced House	2	8,JLN MIDAH BARAT	TMN MIDAH	840000	2018	545.7246792
26/07/2018	143.066	1540	Terraced House	2	NO.76,JALAN 7/105	TMN MIDAH	850000	2018	551.9666477
1/7/2020	143	1539	Terraced House	2	NO.14,JALAN MIDAH 18	TMN MIDAH	850000	2020	552.2214015
22/04/2019	143	1539	Terraced House	2	NO. 17,JALAN 10/105	TMN MIDAH	860000	2019	558.7181239
8/10/2018	143	1539	Terraced House	2	7,JALAN MIDAH BESAR	TMN MIDAH	870000	2018	565.2148463
28/06/2017	143.066	1540	Terraced House	2	84,JALAN MIDAH BARAT	TMN MIDAH	875000	2017	568.2009609
19/11/2018	143	1539	Terraced House	2	NO. 65,JALAN MIDAH 2	TMN MIDAH	880000	2018	571.7115687
16/04/2018	143	1539	Terraced House	2	NO.77,JALAN MIDAH 2	TMN MIDAH	888889	2018	577.4865052
24/09/2019	143	1539	Terraced House	2	33,JLN.MIDAH TENGAH 2	TMN MIDAH	900000	2019	584.7050134
30/09/2020	143	1539	Terraced House	2	23,JALAN 9/105	TMN MIDAH	900000	2020	584.7050134
20/06/2017	153.285	1650	Terraced House	2	NO.37,JALAN 14/105	TMN MIDAH	970000	2017	587.8985942
30/12/2018	145	1561	Terraced House	2	NO 5,JLN MIDAH 8	TMN MIDAH	920000	2018	589.4543415
23/10/2018	143	1539	Terraced House	2	48,JALAN 8/105	TMN MIDAH	918000	2018	596.3991137
25/09/2017	144	1550	Terraced House	2	12,JLN MIDAH TENGAH 3	TMN MIDAH	930000	2017	599.9993806
8/2/2018	146	1572	Terraced House	2	NO. 84,JLN MIDAH TENGAH	TMN MIDAH	960000	2018	610.8698953
20/07/2020	143.066	1540	Terraced House	2	24,JALAN MIDAH TENGAH 3	TMN MIDAH	950000	2020	616.9039004
14/04/2017	143	1539	Terraced House	2	141,JLN TIMUR	TMN MIDAH	950000	2017	617.1886253
17/07/2017	143	1539	Terraced House	2	3,JLN MIDAH 4B	TMN MIDAH	950000	2017	617.1886253
31/07/2018	143	1539	Terraced House	2	NO.64,JALAN 8/105	TMN MIDAH	950000	2018	617.1886253
30/11/2018	144	1550	Terraced House	2	NO.139,JALAN MIDAH BESAR	TMN MIDAH	970000	2018	625.8058056
7/6/2018	143	1539	Terraced House	2	68,JLN MIDAH BARAT	TMN MIDAH	1000000	2018	649.6722371
5/9/2019	143	1539	Terraced House	2	NO. 9,JALAN 9/105	TMN MIDAH	1000000	2019	649.6722371
20/04/2021	120	1292	Terraced House	2	NO. 10,JLN MIDAH 8B	TMN MIDAH	845000	2021	654.1928731
3/5/2020	145	1561	Terraced House	2	7,JLN BUDIMAN	TMN MIDAH	1050000	2020	672.7468028
5/12/2017	98	1055	Town Houses	4	22-1,JLN 17/105	TMN MIDAH TOWNHOUSE	130000	2017	123.2388458
30/06/2020	95	1023	Town Houses	3	12, BLOK C,JLN 1/105B,CHERAS	TMN MIDAH TOWNHOUSE	180000	2020	176.026983
30/12/2018	98	1055	Town Houses	3	30-1,JLN 1/105B	TMN MIDAH TOWNHOUSE	328000	2018	310.9410879
4/9/2021	95	1023	Town Houses	3	12, BLOK C,JLN 1/105B,CHERAS	TMN MIDAH TOWNHOUSE	320000	2021	312.9368586
9/4/2020	107	1152	Town Houses	3	57,JLN 6/105	TMN MIDAH TOWNHOUSE	370000	2020	321.2538137
21/12/2017	98	1055	Town Houses	3	74-1,JLN 1/105B	TMN MIDAH TOWNHOUSE	340000	2017	322.3169813
4/2/2019	110	1184	Town Houses	3	12-1,JLN 1/105B	TMN MIDAH TOWNHOUSE	395000	2019	333.6066938
26/07/2019	98	1055	Town Houses	4	6-1,JLN 1/105B	TMN MIDAH TOWNHOUSE	355000	2019	336.5368481
24/05/2017	98	1055	Town Houses	3	48E,JLN 1/105,CHERAS	TMN MIDAH TOWNHOUSE	355000	2017	336.5368481
18/10/2018	93	1001	Town Houses	3	15 (F-7-G),JLN 1/105B	TMN MIDAH TOWNHOUSE	355000	2018	354.6302271
30/12/2019	97.731	1052	Town Houses	3	59,JLN 6/105	TMN MIDAH TOWNHOUSE	375000	2019	356.4751585
14/09/2017	93	1001	Town Houses	3	27 (C-G-1),JLN 6/105B	TMN MIDAH TOWNHOUSE	368000	2017	367.6166861
